"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"23.01.2018 01:30 - 23.01.2018 01:45","61423","58762"
"23.01.2018 01:45 - 23.01.2018 02:00","61087","58444"
"23.01.2018 02:00 - 23.01.2018 02:15","60724","57813"
"23.01.2018 02:15 - 23.01.2018 02:30","60480","57677"
"23.01.2018 02:30 - 23.01.2018 02:45","60625","57797"
"23.01.2018 02:45 - 23.01.2018 03:00","60613","57845"
"23.01.2018 03:00 - 23.01.2018 03:15","60595","57712"
"23.01.2018 03:15 - 23.01.2018 03:30","60533","57958"
"23.01.2018 03:30 - 23.01.2018 03:45","60786","58145"
"23.01.2018 03:45 - 23.01.2018 04:00","60862","58208"
"23.01.2018 04:00 - 23.01.2018 04:15","61416","58611"
"23.01.2018 04:15 - 23.01.2018 04:30","61624","59099"
"23.01.2018 04:30 - 23.01.2018 04:45","62045","59845"
"23.01.2018 04:45 - 23.01.2018 05:00","62660","60244"
"23.01.2018 05:00 - 23.01.2018 05:15","63877","61764"
"23.01.2018 05:15 - 23.01.2018 05:30","64769","62767"
"23.01.2018 05:30 - 23.01.2018 05:45","66013","63940"
"23.01.2018 05:45 - 23.01.2018 06:00","67560","65663"
"23.01.2018 06:00 - 23.01.2018 06:15","70426","68862"
"23.01.2018 06:15 - 23.01.2018 06:30","73214","71381"
"23.01.2018 06:30 - 23.01.2018 06:45","75439","73878"
"23.01.2018 06:45 - 23.01.2018 07:00","77447","75809"
"23.01.2018 07:00 - 23.01.2018 07:15","79847","78019"
"23.01.2018 07:15 - 23.01.2018 07:30","81177","79421"
"23.01.2018 07:30 - 23.01.2018 07:45","82077","80905"
"23.01.2018 07:45 - 23.01.2018 08:00","82947","81577"
"23.01.2018 08:00 - 23.01.2018 08:15","83715","82579"
"23.01.2018 08:15 - 23.01.2018 08:30","83815","83054"
"23.01.2018 08:30 - 23.01.2018 08:45","84175","83282"
"23.01.2018 08:45 - 23.01.2018 09:00","84473","83321"
"23.01.2018 09:00 - 23.01.2018 09:15","84189","82905"
"23.01.2018 09:15 - 23.01.2018 09:30","84321","83493"
"23.01.2018 09:30 - 23.01.2018 09:45","84462","83826"
"23.01.2018 09:45 - 23.01.2018 10:00","84808","83759"
"23.01.2018 10:00 - 23.01.2018 10:15","84913","83812"
"23.01.2018 10:15 - 23.01.2018 10:30","84969","84318"
"23.01.2018 10:30 - 23.01.2018 10:45","85228","84285"
"23.01.2018 10:45 - 23.01.2018 11:00","85460","84638"
"23.01.2018 11:00 - 23.01.2018 11:15","85666","84634"
"23.01.2018 11:15 - 23.01.2018 11:30","86005","84985"
"23.01.2018 11:30 - 23.01.2018 11:45","86245","85128"
"23.01.2018 11:45 - 23.01.2018 12:00","85842","85029"
"23.01.2018 12:00 - 23.01.2018 12:15","85465","84556"
"23.01.2018 12:15 - 23.01.2018 12:30","85546","84531"
"23.01.2018 12:30 - 23.01.2018 12:45","85462","84686"
"23.01.2018 12:45 - 23.01.2018 13:00","85604","84583"
"23.01.2018 13:00 - 23.01.2018 13:15","85478","84802"
"23.01.2018 13:15 - 23.01.2018 13:30","85049","84396"
"23.01.2018 13:30 - 23.01.2018 13:45","84488","84067"
"23.01.2018 13:45 - 23.01.2018 14:00","83849","83200"
"23.01.2018 14:00 - 23.01.2018 14:15","83595","83674"
"23.01.2018 14:15 - 23.01.2018 14:30","83187","83262"
"23.01.2018 14:30 - 23.01.2018 14:45","83088","83364"
"23.01.2018 14:45 - 23.01.2018 15:00","83024","83135"
"23.01.2018 15:00 - 23.01.2018 15:15","82873","83247"
"23.01.2018 15:15 - 23.01.2018 15:30","82819","82752"
"23.01.2018 15:30 - 23.01.2018 15:45","82621","82520"
"23.01.2018 15:45 - 23.01.2018 16:00","82432","82321"
"23.01.2018 16:00 - 23.01.2018 16:15","82629","82203"
"23.01.2018 16:15 - 23.01.2018 16:30","82362","82225"
"23.01.2018 16:30 - 23.01.2018 16:45","82390","82690"
"23.01.2018 16:45 - 23.01.2018 17:00","83525","83616"
"23.01.2018 17:00 - 23.01.2018 17:15","84360","85016"
"23.01.2018 17:15 - 23.01.2018 17:30","85367","86070"
"23.01.2018 17:30 - 23.01.2018 17:45","86174","86777"
"23.01.2018 17:45 - 23.01.2018 18:00","86754","87052"
"23.01.2018 18:00 - 23.01.2018 18:15","86467","86640"
"23.01.2018 18:15 - 23.01.2018 18:30","86366","86255"
"23.01.2018 18:30 - 23.01.2018 18:45","86085","86282"
"23.01.2018 18:45 - 23.01.2018 19:00","85620","86011"
"23.01.2018 19:00 - 23.01.2018 19:15","84975","85255"
"23.01.2018 19:15 - 23.01.2018 19:30","84480","84243"
"23.01.2018 19:30 - 23.01.2018 19:45","83941","83576"
"23.01.2018 19:45 - 23.01.2018 20:00","82932","83428"
"23.01.2018 20:00 - 23.01.2018 20:15","81593","82013"
"23.01.2018 20:15 - 23.01.2018 20:30","80073","80726"
"23.01.2018 20:30 - 23.01.2018 20:45","78980","79610"
"23.01.2018 20:45 - 23.01.2018 21:00","77930","78713"
"23.01.2018 21:00 - 23.01.2018 21:15","76730","77849"
"23.01.2018 21:15 - 23.01.2018 21:30","75830","77091"
"23.01.2018 21:30 - 23.01.2018 21:45","75170","75727"
"23.01.2018 21:45 - 23.01.2018 22:00","74365","74545"
"23.01.2018 22:00 - 23.01.2018 22:15","74524","74924"
"23.01.2018 22:15 - 23.01.2018 22:30","73376","74072"
"23.01.2018 22:30 - 23.01.2018 22:45","72410","72692"
"23.01.2018 22:45 - 23.01.2018 23:00","70890","71256"
"23.01.2018 23:00 - 23.01.2018 23:15","69580","69938"
"23.01.2018 23:15 - 23.01.2018 23:30","68377","68624"
"23.01.2018 23:30 - 23.01.2018 23:45","67274","67381"
"23.01.2018 23:45 - 24.01.2018 00:00","66432","66111"
"24.01.2018 00:00 - 24.01.2018 00:15","64264","65041"
"24.01.2018 00:15 - 24.01.2018 00:30","63827","63984"
"24.01.2018 00:30 - 24.01.2018 00:45","63039","63179"
"24.01.2018 00:45 - 24.01.2018 01:00","62337","62477"
"24.01.2018 01:00 - 24.01.2018 01:15","61564","61957"
"24.01.2018 01:15 - 24.01.2018 01:30","61008","61377"
"24.01.2018 01:30 - 24.01.2018 01:45","60590","60988"
"24.01.2018 01:45 - 24.01.2018 02:00","60229","60560"
"24.01.2018 02:00 - 24.01.2018 02:15","59936","60038"
"24.01.2018 02:15 - 24.01.2018 02:30","59655","59853"
"24.01.2018 02:30 - 24.01.2018 02:45","59802","59744"
"24.01.2018 02:45 - 24.01.2018 03:00","59726","59729"
"24.01.2018 03:00 - 24.01.2018 03:15","59755","59846"
"24.01.2018 03:15 - 24.01.2018 03:30","59705","59989"
"24.01.2018 03:30 - 24.01.2018 03:45","59877","60115"
"24.01.2018 03:45 - 24.01.2018 04:00","60021","60410"
"24.01.2018 04:00 - 24.01.2018 04:15","60670","60889"
"24.01.2018 04:15 - 24.01.2018 04:30","61004","61363"
"24.01.2018 04:30 - 24.01.2018 04:45","61519","61986"
"24.01.2018 04:45 - 24.01.2018 05:00","62251","62515"
"24.01.2018 05:00 - 24.01.2018 05:15","63473","64063"
"24.01.2018 05:15 - 24.01.2018 05:30","64379","64902"
"24.01.2018 05:30 - 24.01.2018 05:45","65557","66429"
"24.01.2018 05:45 - 24.01.2018 06:00","67017","68326"
"24.01.2018 06:00 - 24.01.2018 06:15","69955","71704"
"24.01.2018 06:15 - 24.01.2018 06:30","72732","74466"
"24.01.2018 06:30 - 24.01.2018 06:45","75073","76721"
"24.01.2018 06:45 - 24.01.2018 07:00","77047","78708"
"24.01.2018 07:00 - 24.01.2018 07:15","79406","81338"
"24.01.2018 07:15 - 24.01.2018 07:30","80764","82997"
"24.01.2018 07:30 - 24.01.2018 07:45","82281","84277"
"24.01.2018 07:45 - 24.01.2018 08:00","83101","85016"
"24.01.2018 08:00 - 24.01.2018 08:15","83996","85458"
"24.01.2018 08:15 - 24.01.2018 08:30","84239","85679"
"24.01.2018 08:30 - 24.01.2018 08:45","84594","86029"
"24.01.2018 08:45 - 24.01.2018 09:00","84629","85994"
"24.01.2018 09:00 - 24.01.2018 09:15","84340","85654"
"24.01.2018 09:15 - 24.01.2018 09:30","84508","85853"
"24.01.2018 09:30 - 24.01.2018 09:45","84678","86298"
"24.01.2018 09:45 - 24.01.2018 10:00","85114","86286"
"24.01.2018 10:00 - 24.01.2018 10:15","85225","86406"
"24.01.2018 10:15 - 24.01.2018 10:30","85316","86186"
"24.01.2018 10:30 - 24.01.2018 10:45","85742","86442"
"24.01.2018 10:45 - 24.01.2018 11:00","85967","86611"
"24.01.2018 11:00 - 24.01.2018 11:15","86006","86564"
"24.01.2018 11:15 - 24.01.2018 11:30","86210","86800"
"24.01.2018 11:30 - 24.01.2018 11:45","86350","86764"
"24.01.2018 11:45 - 24.01.2018 12:00","85955","86457"
"24.01.2018 12:00 - 24.01.2018 12:15","85481","85986"
"24.01.2018 12:15 - 24.01.2018 12:30","85366","85503"
"24.01.2018 12:30 - 24.01.2018 12:45","85092","85630"
"24.01.2018 12:45 - 24.01.2018 13:00","85364","85429"
"24.01.2018 13:00 - 24.01.2018 13:15","85186","85273"
"24.01.2018 13:15 - 24.01.2018 13:30","84745","85066"
"24.01.2018 13:30 - 24.01.2018 13:45","84253","84412"
"24.01.2018 13:45 - 24.01.2018 14:00","83642","83663"
"24.01.2018 14:00 - 24.01.2018 14:15","83369","83680"
"24.01.2018 14:15 - 24.01.2018 14:30","83074","83690"
"24.01.2018 14:30 - 24.01.2018 14:45","82926","83541"
"24.01.2018 14:45 - 24.01.2018 15:00","82596","83315"
"24.01.2018 15:00 - 24.01.2018 15:15","82343","83142"
"24.01.2018 15:15 - 24.01.2018 15:30","82339","83414"
"24.01.2018 15:30 - 24.01.2018 15:45","81950","83278"
"24.01.2018 15:45 - 24.01.2018 16:00","81733","83006"
"24.01.2018 16:00 - 24.01.2018 16:15","82070","83034"
"24.01.2018 16:15 - 24.01.2018 16:30","81738","83144"
"24.01.2018 16:30 - 24.01.2018 16:45","81536","83797"
"24.01.2018 16:45 - 24.01.2018 17:00","82747","84683"
"24.01.2018 17:00 - 24.01.2018 17:15","83642","86440"
"24.01.2018 17:15 - 24.01.2018 17:30","84551","87773"
"24.01.2018 17:30 - 24.01.2018 17:45","85394","88744"
"24.01.2018 17:45 - 24.01.2018 18:00","85878","89313"
"24.01.2018 18:00 - 24.01.2018 18:15","85675","89058"
"24.01.2018 18:15 - 24.01.2018 18:30","85537","88698"
"24.01.2018 18:30 - 24.01.2018 18:45","85284","88688"
"24.01.2018 18:45 - 24.01.2018 19:00","84816","88310"
"24.01.2018 19:00 - 24.01.2018 19:15","84114","87248"
"24.01.2018 19:15 - 24.01.2018 19:30","83469","86245"
"24.01.2018 19:30 - 24.01.2018 19:45","83702","85130"
"24.01.2018 19:45 - 24.01.2018 20:00","82758","84412"
"24.01.2018 20:00 - 24.01.2018 20:15","81397","82659"
"24.01.2018 20:15 - 24.01.2018 20:30","79765","81058"
"24.01.2018 20:30 - 24.01.2018 20:45","78662","79843"
"24.01.2018 20:45 - 24.01.2018 21:00","77718","78405"
"24.01.2018 21:00 - 24.01.2018 21:15","76474","77705"
"24.01.2018 21:15 - 24.01.2018 21:30","75594","76948"
"24.01.2018 21:30 - 24.01.2018 21:45","74965","75622"
"24.01.2018 21:45 - 24.01.2018 22:00","74065","74122"
"24.01.2018 22:00 - 24.01.2018 22:15","74242","74225"
"24.01.2018 22:15 - 24.01.2018 22:30","73240","73546"
"24.01.2018 22:30 - 24.01.2018 22:45","72214","72262"
"24.01.2018 22:45 - 24.01.2018 23:00","70829","70719"
"24.01.2018 23:00 - 24.01.2018 23:15","69562","69069"
"24.01.2018 23:15 - 24.01.2018 23:30","68291","68153"
"24.01.2018 23:30 - 24.01.2018 23:45","67219","67011"
"24.01.2018 23:45 - 25.01.2018 00:00","66300","65803"
"25.01.2018 00:00 - 25.01.2018 00:15","64098","64647"
"25.01.2018 00:15 - 25.01.2018 00:30","63157","63748"
"25.01.2018 00:30 - 25.01.2018 00:45","62444","62682"
"25.01.2018 00:45 - 25.01.2018 01:00","61747","62115"
"25.01.2018 01:00 - 25.01.2018 01:15","61042","61542"
"25.01.2018 01:15 - 25.01.2018 01:30","60477","60921"
"25.01.2018 01:30 - 25.01.2018 01:45","60175","60434"
"25.01.2018 01:45 - 25.01.2018 02:00","59818","60171"
"25.01.2018 02:00 - 25.01.2018 02:15","59379","59623"
"25.01.2018 02:15 - 25.01.2018 02:30","59169","59137"
"25.01.2018 02:30 - 25.01.2018 02:45","59222","59385"
"25.01.2018 02:45 - 25.01.2018 03:00","59251","59468"
"25.01.2018 03:00 - 25.01.2018 03:15","59286","59428"
"25.01.2018 03:15 - 25.01.2018 03:30","59322","59472"
"25.01.2018 03:30 - 25.01.2018 03:45","59367","59736"
"25.01.2018 03:45 - 25.01.2018 04:00","59519","59864"
"25.01.2018 04:00 - 25.01.2018 04:15","60040","60306"
"25.01.2018 04:15 - 25.01.2018 04:30","60353","60750"
"25.01.2018 04:30 - 25.01.2018 04:45","60793","61225"
"25.01.2018 04:45 - 25.01.2018 05:00","61485","61949"
"25.01.2018 05:00 - 25.01.2018 05:15","62900","63550"
"25.01.2018 05:15 - 25.01.2018 05:30","63702","64330"
"25.01.2018 05:30 - 25.01.2018 05:45","65009","65311"
"25.01.2018 05:45 - 25.01.2018 06:00","66505","67104"
"25.01.2018 06:00 - 25.01.2018 06:15","69609","70379"
"25.01.2018 06:15 - 25.01.2018 06:30","72226","72762"
"25.01.2018 06:30 - 25.01.2018 06:45","74373","75208"
"25.01.2018 06:45 - 25.01.2018 07:00","76314","77419"
"25.01.2018 07:00 - 25.01.2018 07:15","79062","79949"
"25.01.2018 07:15 - 25.01.2018 07:30","80312","81234"
"25.01.2018 07:30 - 25.01.2018 07:45","80796","82171"
"25.01.2018 07:45 - 25.01.2018 08:00","81698","82926"
"25.01.2018 08:00 - 25.01.2018 08:15","82572","83647"
"25.01.2018 08:15 - 25.01.2018 08:30","82814","83826"
"25.01.2018 08:30 - 25.01.2018 08:45","83052","83815"
"25.01.2018 08:45 - 25.01.2018 09:00","83132","83622"
"25.01.2018 09:00 - 25.01.2018 09:15","82865","83093"
"25.01.2018 09:15 - 25.01.2018 09:30","82802","83446"
"25.01.2018 09:30 - 25.01.2018 09:45","83169","83704"
"25.01.2018 09:45 - 25.01.2018 10:00","83539","83582"
"25.01.2018 10:00 - 25.01.2018 10:15","83599","83631"
"25.01.2018 10:15 - 25.01.2018 10:30","83762","83947"
"25.01.2018 10:30 - 25.01.2018 10:45","84018","84166"
"25.01.2018 10:45 - 25.01.2018 11:00","84054","84083"
"25.01.2018 11:00 - 25.01.2018 11:15","84234","84088"
"25.01.2018 11:15 - 25.01.2018 11:30","84477","84048"
"25.01.2018 11:30 - 25.01.2018 11:45","84574","84041"
"25.01.2018 11:45 - 25.01.2018 12:00","84543","83723"
"25.01.2018 12:00 - 25.01.2018 12:15","83989","83353"
"25.01.2018 12:15 - 25.01.2018 12:30","83900","83189"
"25.01.2018 12:30 - 25.01.2018 12:45","83710","83080"
"25.01.2018 12:45 - 25.01.2018 13:00","83970","83023"
"25.01.2018 13:00 - 25.01.2018 13:15","83767","83192"
"25.01.2018 13:15 - 25.01.2018 13:30","83424","82300"
"25.01.2018 13:30 - 25.01.2018 13:45","82971","82309"
"25.01.2018 13:45 - 25.01.2018 14:00","82354","81583"
"25.01.2018 14:00 - 25.01.2018 14:15","82217","81240"
"25.01.2018 14:15 - 25.01.2018 14:30","81806","80922"
"25.01.2018 14:30 - 25.01.2018 14:45","81857","80930"
"25.01.2018 14:45 - 25.01.2018 15:00","81495","80557"
"25.01.2018 15:00 - 25.01.2018 15:15","81086","80588"
"25.01.2018 15:15 - 25.01.2018 15:30","81231","80307"
"25.01.2018 15:30 - 25.01.2018 15:45","80980","80108"
"25.01.2018 15:45 - 25.01.2018 16:00","80826","79512"
"25.01.2018 16:00 - 25.01.2018 16:15","80936","79512"
"25.01.2018 16:15 - 25.01.2018 16:30","80563","79621"
"25.01.2018 16:30 - 25.01.2018 16:45","80330","79992"
"25.01.2018 16:45 - 25.01.2018 17:00","81774","80975"
"25.01.2018 17:00 - 25.01.2018 17:15","82736","82071"
"25.01.2018 17:15 - 25.01.2018 17:30","83570","83376"
"25.01.2018 17:30 - 25.01.2018 17:45","84581","84404"
"25.01.2018 17:45 - 25.01.2018 18:00","84941","84610"
"25.01.2018 18:00 - 25.01.2018 18:15","84693","84543"
"25.01.2018 18:15 - 25.01.2018 18:30","84474","84313"
"25.01.2018 18:30 - 25.01.2018 18:45","84088","83987"
"25.01.2018 18:45 - 25.01.2018 19:00","83672","83667"
"25.01.2018 19:00 - 25.01.2018 19:15","83155","82992"
"25.01.2018 19:15 - 25.01.2018 19:30","82500","82024"
"25.01.2018 19:30 - 25.01.2018 19:45","81886","81358"
"25.01.2018 19:45 - 25.01.2018 20:00","81130","80807"
"25.01.2018 20:00 - 25.01.2018 20:15","79630","78887"
"25.01.2018 20:15 - 25.01.2018 20:30","78154","77510"
"25.01.2018 20:30 - 25.01.2018 20:45","76949","76388"
"25.01.2018 20:45 - 25.01.2018 21:00","75894","74975"
"25.01.2018 21:00 - 25.01.2018 21:15","74549","74117"
"25.01.2018 21:15 - 25.01.2018 21:30","73774","73259"
"25.01.2018 21:30 - 25.01.2018 21:45","73199","71911"
"25.01.2018 21:45 - 25.01.2018 22:00","72363","70752"
"25.01.2018 22:00 - 25.01.2018 22:15","72568","70357"
"25.01.2018 22:15 - 25.01.2018 22:30","71737","69655"
"25.01.2018 22:30 - 25.01.2018 22:45","70662","68385"
"25.01.2018 22:45 - 25.01.2018 23:00","69220","67062"
"25.01.2018 23:00 - 25.01.2018 23:15","67855","65916"
"25.01.2018 23:15 - 25.01.2018 23:30","66680","64353"
"25.01.2018 23:30 - 25.01.2018 23:45","65546","63264"
"25.01.2018 23:45 - 26.01.2018 00:00","64435","62121"
"26.01.2018 00:00 - 26.01.2018 00:15","63354","60851"
"26.01.2018 00:15 - 26.01.2018 00:30","62453","59701"
"26.01.2018 00:30 - 26.01.2018 00:45","61677","59100"
"26.01.2018 00:45 - 26.01.2018 01:00","60810","58394"
"26.01.2018 01:00 - 26.01.2018 01:15","60115","58026"
"26.01.2018 01:15 - 26.01.2018 01:30","59564","57254"
"26.01.2018 01:30 - 26.01.2018 01:45","59231","57107"
"26.01.2018 01:45 - 26.01.2018 02:00","58939","56710"
"26.01.2018 02:00 - 26.01.2018 02:15","58516","56320"
"26.01.2018 02:15 - 26.01.2018 02:30","58284","56125"
"26.01.2018 02:30 - 26.01.2018 02:45","58351","56355"
"26.01.2018 02:45 - 26.01.2018 03:00","58351","56394"
"26.01.2018 03:00 - 26.01.2018 03:15","58362","56426"
"26.01.2018 03:15 - 26.01.2018 03:30","58370","56332"
"26.01.2018 03:30 - 26.01.2018 03:45","58554","56703"
"26.01.2018 03:45 - 26.01.2018 04:00","58703","56820"
"26.01.2018 04:00 - 26.01.2018 04:15","59361","57712"
"26.01.2018 04:15 - 26.01.2018 04:30","59647","58008"
"26.01.2018 04:30 - 26.01.2018 04:45","60173","58724"
"26.01.2018 04:45 - 26.01.2018 05:00","60800","58875"
"26.01.2018 05:00 - 26.01.2018 05:15","62174","60787"
"26.01.2018 05:15 - 26.01.2018 05:30","62935","61381"
"26.01.2018 05:30 - 26.01.2018 05:45","64104","62609"
"26.01.2018 05:45 - 26.01.2018 06:00","65621","64595"
"26.01.2018 06:00 - 26.01.2018 06:15","68745","67592"
"26.01.2018 06:15 - 26.01.2018 06:30","71241","70328"
"26.01.2018 06:30 - 26.01.2018 06:45","73095","72319"
"26.01.2018 06:45 - 26.01.2018 07:00","75000","74664"
"26.01.2018 07:00 - 26.01.2018 07:15","77275","77135"
"26.01.2018 07:15 - 26.01.2018 07:30","78704","78723"
"26.01.2018 07:30 - 26.01.2018 07:45","79982","79737"
"26.01.2018 07:45 - 26.01.2018 08:00","80751","80969"
"26.01.2018 08:00 - 26.01.2018 08:15","81392","81553"
"26.01.2018 08:15 - 26.01.2018 08:30","81526","81680"
"26.01.2018 08:30 - 26.01.2018 08:45","81680","81846"
"26.01.2018 08:45 - 26.01.2018 09:00","81830","81909"
"26.01.2018 09:00 - 26.01.2018 09:15","81723","81723"
"26.01.2018 09:15 - 26.01.2018 09:30","81736","81930"
"26.01.2018 09:30 - 26.01.2018 09:45","81873","81960"
"26.01.2018 09:45 - 26.01.2018 10:00","82154","82038"
"26.01.2018 10:00 - 26.01.2018 10:15","82305","81999"
"26.01.2018 10:15 - 26.01.2018 10:30","82250","82366"
"26.01.2018 10:30 - 26.01.2018 10:45","82516","82339"
"26.01.2018 10:45 - 26.01.2018 11:00","82664","82254"
"26.01.2018 11:00 - 26.01.2018 11:15","82554","82369"
"26.01.2018 11:15 - 26.01.2018 11:30","82695","82539"
"26.01.2018 11:30 - 26.01.2018 11:45","82760","82590"
"26.01.2018 11:45 - 26.01.2018 12:00","82950","82391"
"26.01.2018 12:00 - 26.01.2018 12:15","82038","82283"
"26.01.2018 12:15 - 26.01.2018 12:30","81927","81923"
"26.01.2018 12:30 - 26.01.2018 12:45","81636","81556"
"26.01.2018 12:45 - 26.01.2018 13:00","81625","81400"
"26.01.2018 13:00 - 26.01.2018 13:15","81305","81061"
"26.01.2018 13:15 - 26.01.2018 13:30","80787","80430"
"26.01.2018 13:30 - 26.01.2018 13:45","80172","79755"
"26.01.2018 13:45 - 26.01.2018 14:00","79474","78717"
"26.01.2018 14:00 - 26.01.2018 14:15","79196","78633"
"26.01.2018 14:15 - 26.01.2018 14:30","78698","78361"
"26.01.2018 14:30 - 26.01.2018 14:45","78543","77739"
"26.01.2018 14:45 - 26.01.2018 15:00","78531","77630"
"26.01.2018 15:00 - 26.01.2018 15:15","78040","77644"
"26.01.2018 15:15 - 26.01.2018 15:30","78196","77335"
"26.01.2018 15:30 - 26.01.2018 15:45","78106","77098"
"26.01.2018 15:45 - 26.01.2018 16:00","77828","76991"
"26.01.2018 16:00 - 26.01.2018 16:15","78312","77317"
"26.01.2018 16:15 - 26.01.2018 16:30","78076","77006"
"26.01.2018 16:30 - 26.01.2018 16:45","77548","77494"
"26.01.2018 16:45 - 26.01.2018 17:00","79354","78155"
"26.01.2018 17:00 - 26.01.2018 17:15","80462","79397"
"26.01.2018 17:15 - 26.01.2018 17:30","81511","80666"
"26.01.2018 17:30 - 26.01.2018 17:45","82604","81551"
"26.01.2018 17:45 - 26.01.2018 18:00","83038","81794"
"26.01.2018 18:00 - 26.01.2018 18:15","82803","81406"
"26.01.2018 18:15 - 26.01.2018 18:30","82504","81034"
"26.01.2018 18:30 - 26.01.2018 18:45","82217","80717"
"26.01.2018 18:45 - 26.01.2018 19:00","81633","80419"
"26.01.2018 19:00 - 26.01.2018 19:15","80821","79612"
"26.01.2018 19:15 - 26.01.2018 19:30","80009","78507"
"26.01.2018 19:30 - 26.01.2018 19:45","79494","77731"
"26.01.2018 19:45 - 26.01.2018 20:00","78822","77010"
"26.01.2018 20:00 - 26.01.2018 20:15","77112","75425"
"26.01.2018 20:15 - 26.01.2018 20:30","75724","74013"
"26.01.2018 20:30 - 26.01.2018 20:45","74548","72724"
"26.01.2018 20:45 - 26.01.2018 21:00","73503","71469"
"26.01.2018 21:00 - 26.01.2018 21:15","71811","70800"
"26.01.2018 21:15 - 26.01.2018 21:30","71069","70034"
"26.01.2018 21:30 - 26.01.2018 21:45","70624","69250"
"26.01.2018 21:45 - 26.01.2018 22:00","69646","68412"
"26.01.2018 22:00 - 26.01.2018 22:15","69966","68735"
"26.01.2018 22:15 - 26.01.2018 22:30","69383","67767"
"26.01.2018 22:30 - 26.01.2018 22:45","68369","66496"
"26.01.2018 22:45 - 26.01.2018 23:00","66995","65653"
"26.01.2018 23:00 - 26.01.2018 23:15","65675","64403"
"26.01.2018 23:15 - 26.01.2018 23:30","64512","63242"
"26.01.2018 23:30 - 26.01.2018 23:45","63490","62180"
"26.01.2018 23:45 - 27.01.2018 00:00","62362","61233"
"27.01.2018 00:00 - 27.01.2018 00:15","59747","59642"
"27.01.2018 00:15 - 27.01.2018 00:30","58901","58819"
"27.01.2018 00:30 - 27.01.2018 00:45","58194","58154"
"27.01.2018 00:45 - 27.01.2018 01:00","57551","57276"
"27.01.2018 01:00 - 27.01.2018 01:15","56855","56559"
"27.01.2018 01:15 - 27.01.2018 01:30","56295","55838"
"27.01.2018 01:30 - 27.01.2018 01:45","55893","55316"
"27.01.2018 01:45 - 27.01.2018 02:00","55523","54752"
"27.01.2018 02:00 - 27.01.2018 02:15","54921","54308"
"27.01.2018 02:15 - 27.01.2018 02:30","54661","54186"
"27.01.2018 02:30 - 27.01.2018 02:45","54607","54213"
"27.01.2018 02:45 - 27.01.2018 03:00","54496","54070"
"27.01.2018 03:00 - 27.01.2018 03:15","54359","53872"
"27.01.2018 03:15 - 27.01.2018 03:30","54326","53984"
"27.01.2018 03:30 - 27.01.2018 03:45","54259","53798"
"27.01.2018 03:45 - 27.01.2018 04:00","54229","53735"
"27.01.2018 04:00 - 27.01.2018 04:15","54384","53606"
"27.01.2018 04:15 - 27.01.2018 04:30","54479","53512"
"27.01.2018 04:30 - 27.01.2018 04:45","54530","53684"
"27.01.2018 04:45 - 27.01.2018 05:00","54636","53776"
"27.01.2018 05:00 - 27.01.2018 05:15","54992","53956"
