"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"16.08.2017 10:15 - 16.08.2017 10:30","71210","74244"
"16.08.2017 10:30 - 16.08.2017 10:45","71521","74882"
"16.08.2017 10:45 - 16.08.2017 11:00","71820","75400"
"16.08.2017 11:00 - 16.08.2017 11:15","72226","75896"
"16.08.2017 11:15 - 16.08.2017 11:30","72720","76359"
"16.08.2017 11:30 - 16.08.2017 11:45","73244","76548"
"16.08.2017 11:45 - 16.08.2017 12:00","72939","76629"
"16.08.2017 12:00 - 16.08.2017 12:15","72757","75599"
"16.08.2017 12:15 - 16.08.2017 12:30","72703","75450"
"16.08.2017 12:30 - 16.08.2017 12:45","72543","75410"
"16.08.2017 12:45 - 16.08.2017 13:00","72478","75376"
"16.08.2017 13:00 - 16.08.2017 13:15","72119","75173"
"16.08.2017 13:15 - 16.08.2017 13:30","71915","74910"
"16.08.2017 13:30 - 16.08.2017 13:45","71570","74464"
"16.08.2017 13:45 - 16.08.2017 14:00","70919","73790"
"16.08.2017 14:00 - 16.08.2017 14:15","70288","73612"
"16.08.2017 14:15 - 16.08.2017 14:30","69825","73426"
"16.08.2017 14:30 - 16.08.2017 14:45","69582","73154"
"16.08.2017 14:45 - 16.08.2017 15:00","69743","73133"
"16.08.2017 15:00 - 16.08.2017 15:15","69799","72822"
"16.08.2017 15:15 - 16.08.2017 15:30","69162","72404"
"16.08.2017 15:30 - 16.08.2017 15:45","68845","71949"
"16.08.2017 15:45 - 16.08.2017 16:00","68590","71466"
"16.08.2017 16:00 - 16.08.2017 16:15","68396","70908"
"16.08.2017 16:15 - 16.08.2017 16:30","68491","70214"
"16.08.2017 16:30 - 16.08.2017 16:45","68278","70096"
"16.08.2017 16:45 - 16.08.2017 17:00","67705","69670"
"16.08.2017 17:00 - 16.08.2017 17:15","67553","69481"
"16.08.2017 17:15 - 16.08.2017 17:30","67401","69469"
"16.08.2017 17:30 - 16.08.2017 17:45","67470","69701"
"16.08.2017 17:45 - 16.08.2017 18:00","67316","69662"
"16.08.2017 18:00 - 16.08.2017 18:15","67001","69169"
"16.08.2017 18:15 - 16.08.2017 18:30","66725","68842"
"16.08.2017 18:30 - 16.08.2017 18:45","66901","69063"
"16.08.2017 18:45 - 16.08.2017 19:00","66877","68956"
"16.08.2017 19:00 - 16.08.2017 19:15","66977","68368"
"16.08.2017 19:15 - 16.08.2017 19:30","66469","68001"
"16.08.2017 19:30 - 16.08.2017 19:45","66013","67756"
"16.08.2017 19:45 - 16.08.2017 20:00","65650","67493"
"16.08.2017 20:00 - 16.08.2017 20:15","64484","66758"
"16.08.2017 20:15 - 16.08.2017 20:30","63925","66002"
"16.08.2017 20:30 - 16.08.2017 20:45","63372","65952"
"16.08.2017 20:45 - 16.08.2017 21:00","63205","65991"
"16.08.2017 21:00 - 16.08.2017 21:15","62418","66065"
"16.08.2017 21:15 - 16.08.2017 21:30","62139","65405"
"16.08.2017 21:30 - 16.08.2017 21:45","61626","64451"
"16.08.2017 21:45 - 16.08.2017 22:00","60835","63190"
"16.08.2017 22:00 - 16.08.2017 22:15","59693","62180"
"16.08.2017 22:15 - 16.08.2017 22:30","58704","61016"
"16.08.2017 22:30 - 16.08.2017 22:45","57435","59495"
"16.08.2017 22:45 - 16.08.2017 23:00","56230","58140"
"16.08.2017 23:00 - 16.08.2017 23:15","54724","57194"
"16.08.2017 23:15 - 16.08.2017 23:30","53726","56091"
"16.08.2017 23:30 - 16.08.2017 23:45","52751","55111"
"16.08.2017 23:45 - 17.08.2017 00:00","51933","54012"
"17.08.2017 00:00 - 17.08.2017 00:15","51101","53262"
"17.08.2017 00:15 - 17.08.2017 00:30","50458","52339"
"17.08.2017 00:30 - 17.08.2017 00:45","49988","51595"
"17.08.2017 00:45 - 17.08.2017 01:00","49457","51288"
"17.08.2017 01:00 - 17.08.2017 01:15","48736","50656"
"17.08.2017 01:15 - 17.08.2017 01:30","48264","50532"
"17.08.2017 01:30 - 17.08.2017 01:45","47921","50131"
"17.08.2017 01:45 - 17.08.2017 02:00","47522","49802"
"17.08.2017 02:00 - 17.08.2017 02:15","47084","49289"
"17.08.2017 02:15 - 17.08.2017 02:30","46936","49031"
"17.08.2017 02:30 - 17.08.2017 02:45","46886","48836"
"17.08.2017 02:45 - 17.08.2017 03:00","46920","48671"
"17.08.2017 03:00 - 17.08.2017 03:15","46968","48756"
"17.08.2017 03:15 - 17.08.2017 03:30","47008","48686"
"17.08.2017 03:30 - 17.08.2017 03:45","47003","48782"
"17.08.2017 03:45 - 17.08.2017 04:00","46949","48678"
"17.08.2017 04:00 - 17.08.2017 04:15","47423","49089"
"17.08.2017 04:15 - 17.08.2017 04:30","47866","49586"
"17.08.2017 04:30 - 17.08.2017 04:45","48136","50171"
"17.08.2017 04:45 - 17.08.2017 05:00","48615","50527"
"17.08.2017 05:00 - 17.08.2017 05:15","50157","52462"
"17.08.2017 05:15 - 17.08.2017 05:30","50985","53426"
"17.08.2017 05:30 - 17.08.2017 05:45","52138","54598"
"17.08.2017 05:45 - 17.08.2017 06:00","53429","56068"
"17.08.2017 06:00 - 17.08.2017 06:15","56677","58847"
"17.08.2017 06:15 - 17.08.2017 06:30","58453","60654"
"17.08.2017 06:30 - 17.08.2017 06:45","60167","62479"
"17.08.2017 06:45 - 17.08.2017 07:00","61612","63700"
"17.08.2017 07:00 - 17.08.2017 07:15","63632","65830"
"17.08.2017 07:15 - 17.08.2017 07:30","64890","67237"
"17.08.2017 07:30 - 17.08.2017 07:45","66629","68435"
"17.08.2017 07:45 - 17.08.2017 08:00","67699","69502"
"17.08.2017 08:00 - 17.08.2017 08:15","68899","70751"
"17.08.2017 08:15 - 17.08.2017 08:30","69525","71297"
"17.08.2017 08:30 - 17.08.2017 08:45","70156","71840"
"17.08.2017 08:45 - 17.08.2017 09:00","70435","72091"
"17.08.2017 09:00 - 17.08.2017 09:15","70353","72154"
"17.08.2017 09:15 - 17.08.2017 09:30","70775","72874"
"17.08.2017 09:30 - 17.08.2017 09:45","71281","73666"
"17.08.2017 09:45 - 17.08.2017 10:00","71608","74356"
"17.08.2017 10:00 - 17.08.2017 10:15","72175","74539"
"17.08.2017 10:15 - 17.08.2017 10:30","72623","74750"
"17.08.2017 10:30 - 17.08.2017 10:45","72888","75277"
"17.08.2017 10:45 - 17.08.2017 11:00","73294","75751"
"17.08.2017 11:00 - 17.08.2017 11:15","73710","75866"
"17.08.2017 11:15 - 17.08.2017 11:30","74209","76075"
"17.08.2017 11:30 - 17.08.2017 11:45","74587","76290"
"17.08.2017 11:45 - 17.08.2017 12:00","74213","76219"
"17.08.2017 12:00 - 17.08.2017 12:15","73934","75561"
"17.08.2017 12:15 - 17.08.2017 12:30","73870","75086"
"17.08.2017 12:30 - 17.08.2017 12:45","73775","75026"
"17.08.2017 12:45 - 17.08.2017 13:00","73717","75079"
"17.08.2017 13:00 - 17.08.2017 13:15","73414","75347"
"17.08.2017 13:15 - 17.08.2017 13:30","73185","75434"
"17.08.2017 13:30 - 17.08.2017 13:45","72727","74907"
"17.08.2017 13:45 - 17.08.2017 14:00","72072","74545"
"17.08.2017 14:00 - 17.08.2017 14:15","71779","74010"
"17.08.2017 14:15 - 17.08.2017 14:30","71471","74137"
"17.08.2017 14:30 - 17.08.2017 14:45","71180","74043"
"17.08.2017 14:45 - 17.08.2017 15:00","70997","73908"
"17.08.2017 15:00 - 17.08.2017 15:15","71142","73702"
"17.08.2017 15:15 - 17.08.2017 15:30","70326","73291"
"17.08.2017 15:30 - 17.08.2017 15:45","69787","72924"
"17.08.2017 15:45 - 17.08.2017 16:00","69299","72077"
"17.08.2017 16:00 - 17.08.2017 16:15","68973","71999"
"17.08.2017 16:15 - 17.08.2017 16:30","69031","71740"
"17.08.2017 16:30 - 17.08.2017 16:45","68902","71528"
"17.08.2017 16:45 - 17.08.2017 17:00","68253","71581"
"17.08.2017 17:00 - 17.08.2017 17:15","68138","72088"
"17.08.2017 17:15 - 17.08.2017 17:30","68289","71881"
"17.08.2017 17:30 - 17.08.2017 17:45","68294","71924"
"17.08.2017 17:45 - 17.08.2017 18:00","68225","72169"
"17.08.2017 18:00 - 17.08.2017 18:15","67864","71307"
"17.08.2017 18:15 - 17.08.2017 18:30","67900","71106"
"17.08.2017 18:30 - 17.08.2017 18:45","68047","71329"
"17.08.2017 18:45 - 17.08.2017 19:00","68094","71456"
"17.08.2017 19:00 - 17.08.2017 19:15","67696","70750"
"17.08.2017 19:15 - 17.08.2017 19:30","67209","70182"
"17.08.2017 19:30 - 17.08.2017 19:45","66682","69762"
"17.08.2017 19:45 - 17.08.2017 20:00","66330","69493"
"17.08.2017 20:00 - 17.08.2017 20:15","65375","68698"
"17.08.2017 20:15 - 17.08.2017 20:30","64873","68116"
"17.08.2017 20:30 - 17.08.2017 20:45","64168","67729"
"17.08.2017 20:45 - 17.08.2017 21:00","63704","67792"
"17.08.2017 21:00 - 17.08.2017 21:15","62897","67439"
"17.08.2017 21:15 - 17.08.2017 21:30","62450","66605"
"17.08.2017 21:30 - 17.08.2017 21:45","61706","65171"
"17.08.2017 21:45 - 17.08.2017 22:00","60844","64191"
"17.08.2017 22:00 - 17.08.2017 22:15","59681","62974"
"17.08.2017 22:15 - 17.08.2017 22:30","58922","61905"
"17.08.2017 22:30 - 17.08.2017 22:45","57605","60522"
"17.08.2017 22:45 - 17.08.2017 23:00","56364","59403"
"17.08.2017 23:00 - 17.08.2017 23:15","54714","58206"
"17.08.2017 23:15 - 17.08.2017 23:30","53699","56825"
"17.08.2017 23:30 - 17.08.2017 23:45","52871","55998"
"17.08.2017 23:45 - 18.08.2017 00:00","52097","55254"
"18.08.2017 00:00 - 18.08.2017 00:15","50660","54402"
"18.08.2017 00:15 - 18.08.2017 00:30","50193","53578"
"18.08.2017 00:30 - 18.08.2017 00:45","49668","52976"
"18.08.2017 00:45 - 18.08.2017 01:00","49049","52485"
"18.08.2017 01:00 - 18.08.2017 01:15","48377","51611"
"18.08.2017 01:15 - 18.08.2017 01:30","47882","51190"
"18.08.2017 01:30 - 18.08.2017 01:45","47693","50812"
"18.08.2017 01:45 - 18.08.2017 02:00","47328","50322"
"18.08.2017 02:00 - 18.08.2017 02:15","47055","49696"
"18.08.2017 02:15 - 18.08.2017 02:30","46748","49813"
"18.08.2017 02:30 - 18.08.2017 02:45","46667","49466"
"18.08.2017 02:45 - 18.08.2017 03:00","46655","49427"
"18.08.2017 03:00 - 18.08.2017 03:15","46732","49342"
"18.08.2017 03:15 - 18.08.2017 03:30","46773","49420"
"18.08.2017 03:30 - 18.08.2017 03:45","46745","49497"
"18.08.2017 03:45 - 18.08.2017 04:00","46734","49433"
"18.08.2017 04:00 - 18.08.2017 04:15","47269","49486"
"18.08.2017 04:15 - 18.08.2017 04:30","47619","50010"
"18.08.2017 04:30 - 18.08.2017 04:45","48036","50491"
"18.08.2017 04:45 - 18.08.2017 05:00","48452","50851"
"18.08.2017 05:00 - 18.08.2017 05:15","50041","52371"
"18.08.2017 05:15 - 18.08.2017 05:30","50809","53419"
"18.08.2017 05:30 - 18.08.2017 05:45","51973","54625"
"18.08.2017 05:45 - 18.08.2017 06:00","53341","55887"
"18.08.2017 06:00 - 18.08.2017 06:15","56311","59004"
"18.08.2017 06:15 - 18.08.2017 06:30","58007","60852"
"18.08.2017 06:30 - 18.08.2017 06:45","59677","62638"
"18.08.2017 06:45 - 18.08.2017 07:00","61116","64406"
"18.08.2017 07:00 - 18.08.2017 07:15","63288","66334"
"18.08.2017 07:15 - 18.08.2017 07:30","64701","67899"
"18.08.2017 07:30 - 18.08.2017 07:45","65630","69099"
"18.08.2017 07:45 - 18.08.2017 08:00","66624","70338"
"18.08.2017 08:00 - 18.08.2017 08:15","68029","71711"
"18.08.2017 08:15 - 18.08.2017 08:30","68757","72639"
"18.08.2017 08:30 - 18.08.2017 08:45","69262","73362"
"18.08.2017 08:45 - 18.08.2017 09:00","69551","73853"
"18.08.2017 09:00 - 18.08.2017 09:15","69627","73512"
"18.08.2017 09:15 - 18.08.2017 09:30","70008","74028"
"18.08.2017 09:30 - 18.08.2017 09:45","70667","74760"
"18.08.2017 09:45 - 18.08.2017 10:00","71136","75262"
"18.08.2017 10:00 - 18.08.2017 10:15","71752","75663"
"18.08.2017 10:15 - 18.08.2017 10:30","71998","76266"
"18.08.2017 10:30 - 18.08.2017 10:45","72526","76536"
"18.08.2017 10:45 - 18.08.2017 11:00","72845","76666"
"18.08.2017 11:00 - 18.08.2017 11:15","73271","77114"
"18.08.2017 11:15 - 18.08.2017 11:30","73668","77425"
"18.08.2017 11:30 - 18.08.2017 11:45","73956","77572"
"18.08.2017 11:45 - 18.08.2017 12:00","73413","77621"
"18.08.2017 12:00 - 18.08.2017 12:15","73068","77148"
"18.08.2017 12:15 - 18.08.2017 12:30","72956","76612"
"18.08.2017 12:30 - 18.08.2017 12:45","72551","76129"
"18.08.2017 12:45 - 18.08.2017 13:00","72506","75749"
"18.08.2017 13:00 - 18.08.2017 13:15","71736","75562"
"18.08.2017 13:15 - 18.08.2017 13:30","71548","74974"
"18.08.2017 13:30 - 18.08.2017 13:45","71000","74777"
"18.08.2017 13:45 - 18.08.2017 14:00","70240","73928"
"18.08.2017 14:00 - 18.08.2017 14:15","69631","73565"
"18.08.2017 14:15 - 18.08.2017 14:30","69314","73194"
"18.08.2017 14:30 - 18.08.2017 14:45","69140","72980"
"18.08.2017 14:45 - 18.08.2017 15:00","69302","72168"
"18.08.2017 15:00 - 18.08.2017 15:15","69292","72246"
"18.08.2017 15:15 - 18.08.2017 15:30","68367","71809"
"18.08.2017 15:30 - 18.08.2017 15:45","67991","71005"
"18.08.2017 15:45 - 18.08.2017 16:00","67571","70200"
"18.08.2017 16:00 - 18.08.2017 16:15","67178","70257"
"18.08.2017 16:15 - 18.08.2017 16:30","67281","70187"
"18.08.2017 16:30 - 18.08.2017 16:45","67071","69981"
"18.08.2017 16:45 - 18.08.2017 17:00","66572","69734"
"18.08.2017 17:00 - 18.08.2017 17:15","66696","69919"
"18.08.2017 17:15 - 18.08.2017 17:30","66293","69863"
"18.08.2017 17:30 - 18.08.2017 17:45","66442","69992"
"18.08.2017 17:45 - 18.08.2017 18:00","66368","69875"
"18.08.2017 18:00 - 18.08.2017 18:15","65855","69604"
"18.08.2017 18:15 - 18.08.2017 18:30","65720","69175"
"18.08.2017 18:30 - 18.08.2017 18:45","65704","69046"
"18.08.2017 18:45 - 18.08.2017 19:00","65728","68961"
"18.08.2017 19:00 - 18.08.2017 19:15","65597","68238"
"18.08.2017 19:15 - 18.08.2017 19:30","65055","67870"
"18.08.2017 19:30 - 18.08.2017 19:45","64578","67433"
"18.08.2017 19:45 - 18.08.2017 20:00","64148","67077"
"18.08.2017 20:00 - 18.08.2017 20:15","63486","66395"
"18.08.2017 20:15 - 18.08.2017 20:30","62788","65699"
"18.08.2017 20:30 - 18.08.2017 20:45","62133","64926"
"18.08.2017 20:45 - 18.08.2017 21:00","61795","64573"
"18.08.2017 21:00 - 18.08.2017 21:15","60867","63923"
"18.08.2017 21:15 - 18.08.2017 21:30","60532","62712"
"18.08.2017 21:30 - 18.08.2017 21:45","59940","61878"
"18.08.2017 21:45 - 18.08.2017 22:00","59075","60713"
"18.08.2017 22:00 - 18.08.2017 22:15","58180","59511"
"18.08.2017 22:15 - 18.08.2017 22:30","57300","58307"
"18.08.2017 22:30 - 18.08.2017 22:45","56359","57112"
"18.08.2017 22:45 - 18.08.2017 23:00","55051","56178"
"18.08.2017 23:00 - 18.08.2017 23:15","53441","54510"
"18.08.2017 23:15 - 18.08.2017 23:30","52562","53586"
"18.08.2017 23:30 - 18.08.2017 23:45","51697","52945"
"18.08.2017 23:45 - 19.08.2017 00:00","50669","52478"
"19.08.2017 00:00 - 19.08.2017 00:15","49391","51667"
"19.08.2017 00:15 - 19.08.2017 00:30","48918","51014"
"19.08.2017 00:30 - 19.08.2017 00:45","48314","50214"
"19.08.2017 00:45 - 19.08.2017 01:00","47704","49537"
"19.08.2017 01:00 - 19.08.2017 01:15","46832","49224"
"19.08.2017 01:15 - 19.08.2017 01:30","46297","48602"
"19.08.2017 01:30 - 19.08.2017 01:45","45855","48252"
"19.08.2017 01:45 - 19.08.2017 02:00","45482","47642"
"19.08.2017 02:00 - 19.08.2017 02:15","45028","47292"
"19.08.2017 02:15 - 19.08.2017 02:30","44716","47083"
"19.08.2017 02:30 - 19.08.2017 02:45","44551","46604"
"19.08.2017 02:45 - 19.08.2017 03:00","44536","46212"
"19.08.2017 03:00 - 19.08.2017 03:15","44382","46300"
"19.08.2017 03:15 - 19.08.2017 03:30","44224","46043"
"19.08.2017 03:30 - 19.08.2017 03:45","44203","46020"
"19.08.2017 03:45 - 19.08.2017 04:00","44169","45801"
"19.08.2017 04:00 - 19.08.2017 04:15","44262","45841"
"19.08.2017 04:15 - 19.08.2017 04:30","44327","45834"
"19.08.2017 04:30 - 19.08.2017 04:45","44328","45939"
"19.08.2017 04:45 - 19.08.2017 05:00","44328","46064"
"19.08.2017 05:00 - 19.08.2017 05:15","44876","46615"
"19.08.2017 05:15 - 19.08.2017 05:30","44841","47047"
"19.08.2017 05:30 - 19.08.2017 05:45","45069","47058"
"19.08.2017 05:45 - 19.08.2017 06:00","45247","47491"
"19.08.2017 06:00 - 19.08.2017 06:15","46043","48140"
"19.08.2017 06:15 - 19.08.2017 06:30","46470","48593"
"19.08.2017 06:30 - 19.08.2017 06:45","46858","49146"
"19.08.2017 06:45 - 19.08.2017 07:00","47447","49869"
"19.08.2017 07:00 - 19.08.2017 07:15","48742","51071"
"19.08.2017 07:15 - 19.08.2017 07:30","49893","51820"
"19.08.2017 07:30 - 19.08.2017 07:45","51470","52927"
"19.08.2017 07:45 - 19.08.2017 08:00","52574","54026"
"19.08.2017 08:00 - 19.08.2017 08:15","54156","55525"
"19.08.2017 08:15 - 19.08.2017 08:30","54878","56520"
"19.08.2017 08:30 - 19.08.2017 08:45","56037","57623"
"19.08.2017 08:45 - 19.08.2017 09:00","56886","58736"
"19.08.2017 09:00 - 19.08.2017 09:15","57751","59304"
"19.08.2017 09:15 - 19.08.2017 09:30","58412","59978"
"19.08.2017 09:30 - 19.08.2017 09:45","59037","60657"
"19.08.2017 09:45 - 19.08.2017 10:00","59738","61768"
"19.08.2017 10:00 - 19.08.2017 10:15","60248","62501"
"19.08.2017 10:15 - 19.08.2017 10:30","60374","62669"
"19.08.2017 10:30 - 19.08.2017 10:45","61032","63229"
"19.08.2017 10:45 - 19.08.2017 11:00","61254","63332"
"19.08.2017 11:00 - 19.08.2017 11:15","61716","64187"
"19.08.2017 11:15 - 19.08.2017 11:30","62276","64424"
"19.08.2017 11:30 - 19.08.2017 11:45","62538","64405"
"19.08.2017 11:45 - 19.08.2017 12:00","62015","64322"
"19.08.2017 12:00 - 19.08.2017 12:15","61601","64010"
"19.08.2017 12:15 - 19.08.2017 12:30","61556","63213"
"19.08.2017 12:30 - 19.08.2017 12:45","61064","62664"
"19.08.2017 12:45 - 19.08.2017 13:00","60684","62172"
"19.08.2017 13:00 - 19.08.2017 13:15","59679","61491"
"19.08.2017 13:15 - 19.08.2017 13:30","59470","60857"
"19.08.2017 13:30 - 19.08.2017 13:45","59085","60250"
"19.08.2017 13:45 - 19.08.2017 14:00","58559","59789"
"19.08.2017 14:00 - 19.08.2017 14:15","58045","59059"
"19.08.2017 14:15 - 19.08.2017 14:30","57402","58693"
"19.08.2017 14:30 - 19.08.2017 14:45","57034","58279"
"19.08.2017 14:45 - 19.08.2017 15:00","56669","58071"
"19.08.2017 15:00 - 19.08.2017 15:15","57483","58078"
"19.08.2017 15:15 - 19.08.2017 15:30","56663","57910"
"19.08.2017 15:30 - 19.08.2017 15:45","56778","57658"
"19.08.2017 15:45 - 19.08.2017 16:00","56580","57329"
"19.08.2017 16:00 - 19.08.2017 16:15","56655","57503"
"19.08.2017 16:15 - 19.08.2017 16:30","57015","57818"
"19.08.2017 16:30 - 19.08.2017 16:45","56893","57753"
"19.08.2017 16:45 - 19.08.2017 17:00","56101","57550"
"19.08.2017 17:00 - 19.08.2017 17:15","56550","57740"
"19.08.2017 17:15 - 19.08.2017 17:30","56986","57624"
"19.08.2017 17:30 - 19.08.2017 17:45","57035","57936"
"19.08.2017 17:45 - 19.08.2017 18:00","57075","58080"
"19.08.2017 18:00 - 19.08.2017 18:15","56921","58117"
"19.08.2017 18:15 - 19.08.2017 18:30","57173","57742"
"19.08.2017 18:30 - 19.08.2017 18:45","56979","57344"
"19.08.2017 18:45 - 19.08.2017 19:00","56866","57231"
"19.08.2017 19:00 - 19.08.2017 19:15","56926","56843"
"19.08.2017 19:15 - 19.08.2017 19:30","56766","56604"
"19.08.2017 19:30 - 19.08.2017 19:45","56315","56145"
"19.08.2017 19:45 - 19.08.2017 20:00","55506","55733"
"19.08.2017 20:00 - 19.08.2017 20:15","55412","55323"
"19.08.2017 20:15 - 19.08.2017 20:30","54961","54606"
"19.08.2017 20:30 - 19.08.2017 20:45","54356","54717"
"19.08.2017 20:45 - 19.08.2017 21:00","54332","54689"
"19.08.2017 21:00 - 19.08.2017 21:15","53557","54574"
"19.08.2017 21:15 - 19.08.2017 21:30","53608","54175"
"19.08.2017 21:30 - 19.08.2017 21:45","53616","53444"
"19.08.2017 21:45 - 19.08.2017 22:00","53397","52754"
"19.08.2017 22:00 - 19.08.2017 22:15","52851","52282"
"19.08.2017 22:15 - 19.08.2017 22:30","52354","51500"
"19.08.2017 22:30 - 19.08.2017 22:45","51437","50592"
"19.08.2017 22:45 - 19.08.2017 23:00","50545","49993"
"19.08.2017 23:00 - 19.08.2017 23:15","49069","49020"
"19.08.2017 23:15 - 19.08.2017 23:30","48184","48067"
"19.08.2017 23:30 - 19.08.2017 23:45","47493","47106"
"19.08.2017 23:45 - 20.08.2017 00:00","46473","46267"
"20.08.2017 00:00 - 20.08.2017 00:15","43697","45682"
"20.08.2017 00:15 - 20.08.2017 00:30","43179","45001"
"20.08.2017 00:30 - 20.08.2017 00:45","42726","44201"
"20.08.2017 00:45 - 20.08.2017 01:00","42190","43521"
"20.08.2017 01:00 - 20.08.2017 01:15","41380","43190"
"20.08.2017 01:15 - 20.08.2017 01:30","40972","42805"
"20.08.2017 01:30 - 20.08.2017 01:45","40543","42021"
"20.08.2017 01:45 - 20.08.2017 02:00","40230","41769"
"20.08.2017 02:00 - 20.08.2017 02:15","39886","41575"
"20.08.2017 02:15 - 20.08.2017 02:30","39673","41212"
"20.08.2017 02:30 - 20.08.2017 02:45","39469","40971"
"20.08.2017 02:45 - 20.08.2017 03:00","39309","40800"
"20.08.2017 03:00 - 20.08.2017 03:15","39157","40741"
"20.08.2017 03:15 - 20.08.2017 03:30","39116","40507"
"20.08.2017 03:30 - 20.08.2017 03:45","39141","40425"
"20.08.2017 03:45 - 20.08.2017 04:00","39037","40510"
"20.08.2017 04:00 - 20.08.2017 04:15","39121","40700"
"20.08.2017 04:15 - 20.08.2017 04:30","39206","40566"
"20.08.2017 04:30 - 20.08.2017 04:45","39170","40652"
"20.08.2017 04:45 - 20.08.2017 05:00","39233","40785"
"20.08.2017 05:00 - 20.08.2017 05:15","39674","41461"
"20.08.2017 05:15 - 20.08.2017 05:30","39607","41361"
"20.08.2017 05:30 - 20.08.2017 05:45","39614","41482"
"20.08.2017 05:45 - 20.08.2017 06:00","39625","41313"
"20.08.2017 06:00 - 20.08.2017 06:15","39777","41483"
"20.08.2017 06:15 - 20.08.2017 06:30","39918","41579"
"20.08.2017 06:30 - 20.08.2017 06:45","40097","41739"
"20.08.2017 06:45 - 20.08.2017 07:00","40280","42113"
"20.08.2017 07:00 - 20.08.2017 07:15","41228","43173"
"20.08.2017 07:15 - 20.08.2017 07:30","42011","43865"
"20.08.2017 07:30 - 20.08.2017 07:45","43304","44592"
"20.08.2017 07:45 - 20.08.2017 08:00","44341","45747"
"20.08.2017 08:00 - 20.08.2017 08:15","45723","46809"
"20.08.2017 08:15 - 20.08.2017 08:30","46486","47768"
"20.08.2017 08:30 - 20.08.2017 08:45","47461","48696"
"20.08.2017 08:45 - 20.08.2017 09:00","48412","49332"
"20.08.2017 09:00 - 20.08.2017 09:15","49458","50329"
"20.08.2017 09:15 - 20.08.2017 09:30","50297","51255"
"20.08.2017 09:30 - 20.08.2017 09:45","51123","51641"
"20.08.2017 09:45 - 20.08.2017 10:00","51899","52567"
"20.08.2017 10:00 - 20.08.2017 10:15","52619","53596"
"20.08.2017 10:15 - 20.08.2017 10:30","53005","54169"
"20.08.2017 10:30 - 20.08.2017 10:45","53658","54527"
"20.08.2017 10:45 - 20.08.2017 11:00","54314","55472"
"20.08.2017 11:00 - 20.08.2017 11:15","55041","56011"
"20.08.2017 11:15 - 20.08.2017 11:30","56041","56611"
"20.08.2017 11:30 - 20.08.2017 11:45","56561","56989"
"20.08.2017 11:45 - 20.08.2017 12:00","56147","57073"
"20.08.2017 12:00 - 20.08.2017 12:15","55995","56850"
"20.08.2017 12:15 - 20.08.2017 12:30","55865","56443"
"20.08.2017 12:30 - 20.08.2017 12:45","55403","55656"
"20.08.2017 12:45 - 20.08.2017 13:00","54832","55384"
"20.08.2017 13:00 - 20.08.2017 13:15","53954","54861"
"20.08.2017 13:15 - 20.08.2017 13:30","53747","54369"
"20.08.2017 13:30 - 20.08.2017 13:45","53177","53843"
"20.08.2017 13:45 - 20.08.2017 14:00","52446","53383"
